============================== POTENTIAL BUGS ==============================
BugReport(score=1.00, code=drake/common/test/symbolic_environment_test.cc:71, key=(to_string, None), ctx=(PrintStringTo, None)
BugReport(score=0.90, code=drake/systems/framework/model_values.cc:24, key=(get, ((1, 18446744073709551615),)), ctx=(Print, None)
BugReport(score=0.90, code=drake/systems/primitives/linear_system.cc:80, key=(get, ((1, 18446744073709551615),)), ctx=(Print, None)
BugReport(score=0.90, code=drake/systems/framework/model_values.cc:27, key=(get, ((1, 18446744073709551615),)), ctx=(str, None)
BugReport(score=0.90, code=drake/systems/framework/model_values.cc:24, key=(get, ((1, 18446744073709551615),)), ctx=(str, None)
BugReport(score=0.90, code=drake/systems/primitives/linear_system.cc:80, key=(get, ((1, 18446744073709551615),)), ctx=(str, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:1618, key=(GetVariables, None), ctx=(GetVariables, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:1492, key=(GetVariables, None), ctx=(GetVariables, None)
BugReport(score=0.90, code=drake/solvers/mathematical_program.cc:296, key=(GetVariables, None), ctx=(GetVariables, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:1048, key=(GetVariables, None), ctx=(GetVariables, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:1527, key=(GetVariables, None), ctx=(GetVariables, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_test.cc:1651, key=(GetVariables, None), ctx=(GetVariables, None)
BugReport(score=0.90, code=drake/solvers/mathematical_program.cc:512, key=(GetVariables, None), ctx=(GetVariables, None)
BugReport(score=0.90, code=drake/common/monomial.cc:543, key=(GetVariables, None), ctx=(GetVariables, None)
BugReport(score=0.90, code=drake/common/test/symbolic_substitution_test.cc:458, key=(include, ((0, 0),)), ctx=(Print, None)
BugReport(score=0.90, code=drake/common/test/symbolic_substitution_test.cc:458, key=(include, ((0, 0),)), ctx=(PrintTo, None)
BugReport(score=0.90, code=drake/common/test/symbolic_substitution_test.cc:458, key=(include, ((0, 0),)), ctx=(include, ((0, 0),))
BugReport(score=0.90, code=drake/common/test/symbolic_substitution_test.cc:458, key=(include, ((0, 0),)), ctx=(UniversalPrint, None)
BugReport(score=0.90, code=drake/common/test/symbolic_substitution_test.cc:458, key=(include, ((0, 0),)), ctx=(str, None)
BugReport(score=0.90, code=drake/common/test/symbolic_substitution_test.cc:458, key=(include, ((0, 0),)), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.90, code=drake/systems/primitives/test/gain_test.cc:81, key=(LastMessage, None), ctx=(AssumeRole, ((0, 0),))
BugReport(score=0.90, code=drake/systems/primitives/test/gain_test.cc:81, key=(LastMessage, None), ctx=(Passed, ((0, 0),))
BugReport(score=0.90, code=drake/systems/primitives/test/gain_test.cc:81, key=(LastMessage, None), ctx=(Create, ((1, 255),))
BugReport(score=0.90, code=drake/systems/primitives/test/gain_test.cc:81, key=(LastMessage, None), ctx=(Wait, None)
BugReport(score=0.90, code=drake/systems/primitives/test/gain_test.cc:81, key=(LastMessage, None), ctx=(Create, ((0, 0),))
BugReport(score=0.90, code=drake/systems/primitives/test/gain_test.cc:81, key=(LastMessage, None), ctx=(ExitedUnsuccessfully, None)
BugReport(score=0.90, code=drake/systems/trajectory_optimization/direct_collocation.cc:145, key=(Cubic, None), ctx=(cols, None)
BugReport(score=0.90, code=drake/multibody/parsers/sdf_parser.cc:658, key=(set_parent, None), ctx=(get, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_context_test.cc:89, key=(set_time, None), ctx=(get, None)
BugReport(score=0.90, code=drake/multibody/rigid_body_plant/test/contact_resultant_force_test.cc:443, key=(ComputeResultant, None), ctx=(ComputeResultant, None)
BugReport(score=0.90, code=drake/multibody/parsers/sdf_parser.cc:794, key=(NextSiblingElement, ((1, 18446744073709551615),)), ctx=(Attribute, ((1, 18446744073709551615),))
BugReport(score=0.90, code=drake/multibody/parsers/sdf_parser.cc:794, key=(NextSiblingElement, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((0, 0),))
BugReport(score=0.90, code=drake/common/test/symbolic_formula_test.cc:219, key=(Evaluate, ((1, 255),)), ctx=(Evaluate, ((1, 255),))
BugReport(score=0.90, code=drake/common/test/symbolic_formula_test.cc:558, key=(Evaluate, ((1, 255),)), ctx=(Evaluate, ((1, 255),))
BugReport(score=0.90, code=drake/common/trajectories/test/piecewise_quaternion_test.cc:147, key=(normalized, None), ctx=(normalized, None)
BugReport(score=0.90, code=drake/common/test/symbolic_formula_test.cc:612, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:172, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula.cc:215, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:446, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:319, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:1602, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:191, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula.cc:260, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:245, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_test.cc:766, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:752, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:190, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:263, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula.cc:224, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula.cc:242, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:226, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:244, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:208, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:258, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expansion_test.cc:53, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:209, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:227, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:1599, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula.cc:233, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula.cc:251, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:262, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/test/monomial_test.cc:611, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:259, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_formula_cell.cc:173, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/symbolic_expression_cell.cc:216, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/common/test/symbolic_formula_test.cc:249, key=(Evaluate, None), ctx=(failure_message, None)
BugReport(score=0.90, code=drake/multibody/test/rigid_body_tree/rigid_body_tree_creation_test.cc:215, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_matrix_test.cc:267, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/parsers/test/parser_common_test/parser_common_test.cc:28, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/nonlinear_program_test.cc:96, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_test.cc:169, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_formula_test.cc:893, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/math/test/spatial_algebra_tests.cc:313, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/moby_lcp_solver_test.cc:48, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/math/test/spatial_algebra_tests.cc:251, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/nonlinear_program_test.cc:100, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_test.cc:1189, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/adder_test.cc:76, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/eigen_stl_types_test.cc:52, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/leaf_system_test.cc:524, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/nonlinear_program_test.cc:160, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/controllers/test/inverse_dynamics_controller_test.cc:106, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/basic_vector_test.cc:31, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/util/test/testDrakeGeometryUtil.cpp:144, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/affine_system_test.cc:136, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/analysis/test/simulator_test.cc:525, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/shapes/test/face_query_test.cc:218, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/eigen_stl_types_test.cc:31, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:361, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/math/test/expmap_test.cc:32, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_environment_test.cc:59, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/sensors/test/camera_info_test.cc:38, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/test/unit_inertia_tests.cc:190, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_test.cc:143, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/linear_system_solver_test.cc:36, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:100, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/linear_program_examples.cc:172, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_formula_test.cc:596, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/shapes/test/mesh_triangulate_test.cc:183, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/quadratic_program_examples.cc:244, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/integrator_test.cc:91, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:372, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/affine_system_test.cc:98, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/quadratic_program_examples.cc:299, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/test/unit_inertia_tests.cc:124, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/linear_complementary_problem_test.cc:34, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/zero_order_hold_test.cc:45, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/test/unit_inertia_tests.cc:158, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:609, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_formula_test.cc:607, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:142, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/parsers/test/parser_common_test/parser_common_test.cc:25, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/test/unit_inertia_tests.cc:178, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/rendering/test/pose_aggregator_test.cc:129, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/nonlinear_program_test.cc:170, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/linear_program_examples.cc:258, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:504, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/math/test/gradient_util_test.cc:57, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/basic_vector_test.cc:47, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:136, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/sensors/test/gyroscope_test.cc:94, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/parsers/test/package_map_test/package_map_test.cc:23, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/test/rotational_inertia_tests.cc:101, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/quadratic_program_examples.cc:205, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:242, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/quadratic_program_examples.cc:121, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/nonlinear_program_test.cc:183, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/affine_system_test.cc:144, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:250, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/analysis/test/simulator_test.cc:520, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:94, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/nonlinear_program_test.cc:104, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/leaf_system_test.cc:539, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:130, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/linear_program_examples.cc:330, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/test/unit_inertia_tests.cc:167, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/test/rotational_inertia_tests.cc:143, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/constant_vector_source_test.cc:51, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_matrix_test.cc:269, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/controllers/test/inverse_dynamics_test.cc:106, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_test.cc:167, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/shapes/test/face_query_test.cc:168, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_context_test.cc:267, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/math/test/autodiff_test.cc:63, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/autodiff_overloads_test.cc:331, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/signal_logger_test.cc:50, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/dummy_value_test.cc:11, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_environment_test.cc:63, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/affine_system_test.cc:71, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/linear_program_examples.cc:133, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/math/test/autodiff_test.cc:85, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/primitives/test/affine_system_test.cc:77, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/systems/framework/test/diagram_test.cc:505, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/math/test/gradient_util_test.cc:32, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/quadratic_program_examples.cc:348, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/nonlinear_program_test.cc:180, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/never_destroyed_test.cc:31, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/multibody_tree/test/unit_inertia_tests.cc:23, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/common/test/symbolic_expression_test.cc:170, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/solvers/test/nonlinear_program_test.cc:232, key=(GetBoolAssertionFailureMessage, None), ctx=(GetBoolAssertionFailureMessage, None)
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:146, key=(Attribute, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((0, 0),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:217, key=(Attribute, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((0, 0),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:133, key=(Attribute, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((0, 0),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:118, key=(Attribute, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((0, 0),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:146, key=(Attribute, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((1, 18446744073709551615),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:217, key=(Attribute, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((1, 18446744073709551615),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:133, key=(Attribute, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((1, 18446744073709551615),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:118, key=(Attribute, ((1, 18446744073709551615),)), ctx=(FirstChildElement, ((1, 18446744073709551615),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:146, key=(Attribute, ((1, 18446744073709551615),)), ctx=(Attribute, ((1, 18446744073709551615),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:217, key=(Attribute, ((1, 18446744073709551615),)), ctx=(Attribute, ((1, 18446744073709551615),))
BugReport(score=0.90, code=drake/multibody/parsers/xml_util.cc:118, key=(Attribute, ((1, 18446744073709551615),)), ctx=(Attribute, ((1, 18446744073709551615),))
BugReport(score=0.90, code=drake/multibody/parsers/urdf_parser.cc:139, key=(Attribute, ((1, 18446744073709551615),)), ctx=(Attribute, ((1, 18446744073709551615),))
BugReport(score=0.89, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:147, key=(get_generalized_velocity, None), ctx=(PrintTo, None)
BugReport(score=0.89, code=drake/examples/bouncing_ball/test/ball_test.cc:29, key=(get_generalized_velocity, None), ctx=(PrintTo, None)
BugReport(score=0.89, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:147, key=(get_generalized_velocity, None), ctx=(UniversalPrint, None)
BugReport(score=0.89, code=drake/examples/bouncing_ball/test/ball_test.cc:29, key=(get_generalized_velocity, None), ctx=(UniversalPrint, None)
BugReport(score=0.89, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:147, key=(get_generalized_velocity, None), ctx=(AssertionSuccess, None)
BugReport(score=0.89, code=drake/examples/bouncing_ball/test/ball_test.cc:29, key=(get_generalized_velocity, None), ctx=(AssertionSuccess, None)
BugReport(score=0.89, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:147, key=(get_generalized_velocity, None), ctx=(Print, None)
BugReport(score=0.89, code=drake/examples/bouncing_ball/test/ball_test.cc:29, key=(get_generalized_velocity, None), ctx=(Print, None)
BugReport(score=0.89, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:147, key=(get_generalized_velocity, None), ctx=(str, None)
BugReport(score=0.89, code=drake/examples/bouncing_ball/test/ball_test.cc:29, key=(get_generalized_velocity, None), ctx=(str, None)
BugReport(score=0.89, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:147, key=(get_generalized_velocity, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.89, code=drake/examples/bouncing_ball/test/ball_test.cc:29, key=(get_generalized_velocity, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.89, code=drake/multibody/test/rigid_body_tree/rigid_body_tree_kinematics_test.cc:404, key=(translation, None), ctx=(linear, None)
BugReport(score=0.89, code=drake/multibody/rigid_body_tree_construction.cc:10, key=(translation, None), ctx=(linear, None)
BugReport(score=0.89, code=drake/systems/trajectory_optimization/direct_collocation_constraint.cc:84, key=(get_num_input_ports, ((-2147483648, 0), (2, 2147483647))), ctx=(AssertionSuccess, None)
BugReport(score=0.89, code=drake/systems/primitives/test/integrator_test.cc:103, key=(get_num_input_ports, ((-2147483648, 0), (2, 2147483647))), ctx=(AssertionSuccess, None)
